,ID,Phase,Mode,Runtime,Elapsed_Time
79,06282068-7835-466e-a01f-68d40732f91f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|16|22|23|15|18|20|14|17|,fast,0.145,0.145
80,77d6d172-f82c-4b2c-bc09-508dc884ec10,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|17|14|20|22|18|16|19|15|,fast,0.145,0.145
81,66c4e89a-8c9d-4600-9817-cc073fe61836,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|21|15|22|20|14|19|18|23|16|,fast,0.144,0.144
82,cce7c926-5822-4e4a-8928-0c91a2a0188c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|17|18|21|19|20|14|15|22|,fast,0.145,0.145
83,7e6a2904-36b8-49da-8c71-c5664fd66226,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|14|18|16|19|22|21|17|23|20|,fast,0.145,0.145
84,a0f16466-d52c-46d7-8638-7dfe0071e3db,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|17|19|15|20|21|23|22|18|,fast,0.145,0.145
85,7755053a-2267-4d9a-b4a8-f6b5f1f08d45,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|22|18|14|20|17|15|23|16|21|,fast,0.145,0.145
86,a24e0aea-a18b-4b8f-8e41-5f2ba7d59905,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|18|16|19|17|23|20|15|21|,fast,0.145,0.145
87,5e00a5e6-c298-42f8-b4ec-d130f1d663c4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|19|16|15|22|21|17|18|23|,fast,0.145,0.145
88,d63cfada-2539-4013-acfe-32581f425a3c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|16|22|20|23|21|15|17|18|,fast,0.146,0.146
89,127a8191-cb68-448f-bf89-46692985ca57,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|18|19|16|20|21|23|17|14|,fast,0.145,0.145
90,f64ccf4b-0485-4c07-9725-33b258db3bb2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|15|23|19|17|20|14|21|22|18|,fast,0.144,0.144
91,0572faa7-33f0-4784-b16f-6e35f85d8e3f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|19|14|20|15|22|17|16|21|,fast,0.146,0.146
92,1b559b25-e896-464a-bf25-0338a4efbd1b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|19|15|14|17|22|16|23|18|21|,fast,0.146,0.146
93,756ba38e-e8ad-4cb3-b34e-f146178ab433,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|23|22|16|19|14|17|18|21|,fast,0.144,0.144
94,4337fecc-92d7-4f21-9d9e-55d4aaea6a9c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|20|21|17|22|19|18|15|23|,fast,0.145,0.145
95,7d9ba5b8-742b-4d4d-b611-47fbaba809cf,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|14|19|18|21|22|16|23|20|15|,fast,0.146,0.146
96,d5ba446c-fc52-474e-af86-9ec28723bbe2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|16|15|17|21|19|23|14|18|20|,fast,0.145,0.145
97,d7e1719c-a349-4c8b-8224-d998824585fc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|20|22|15|21|16|19|18|17|,fast,0.145,0.145
98,dd4a6d2b-6231-40cc-8cf4-17f65c3673cd,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|16|22|14|19|23|15|20|17|21|,fast,0.145,0.145
99,ea524779-e6c2-440e-a52e-1c0a4348ba7a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|18|17|15|23|22|20|16|14|,fast,0.147,0.147
100,03cbbcd7-71e8-4b7b-94ba-6d33d9c90a92,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|14|19|18|22|23|21|17|20|16|,fast,0.146,0.146
101,2aa1ad94-f145-4fb5-bd91-6fb9f844ee5b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|15|18|17|14|20|21|23|19|,fast,0.146,0.146
102,2d26f350-199d-44c1-8244-145fa31f45a5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|19|15|22|20|14|21|16|23|18|,fast,0.146,0.146
103,f63781ee-b746-4cbb-981c-b142a0e84a49,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|23|16|14|15|21|22|18|19|,fast,0.146,0.146
104,7ddb96e7-1f9c-4b00-a3df-7aac0975e3c8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|23|21|17|22|20|15|18|14|,fast,0.145,0.145
