,ID,Phase,Mode,Runtime,Elapsed_Time
85,cf065c3e-6732-40fa-8f5c-618342d42e23,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|20|18|23|17|21|15|19|14|16|,fast,0.117,0.117
86,2d4f3560-f4fb-4ce0-897e-91b4c48912c9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|17|22|16|20|14|18|19|21|,fast,0.118,0.118
87,298dfd5a-ae03-4425-ba45-ecfc8047a340,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|21|19|22|20|17|23|16|14|,fast,0.119,0.119
88,9c63a84c-e8c3-405d-86d9-2f76321f1b40,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|23|16|21|22|18|15|17|20|,fast,0.119,0.119
89,4ac41450-9bf9-474c-85ed-864ccf1c3d30,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|21|20|18|23|16|15|19|14|22|,fast,0.118,0.118
90,ff5c80c4-cb89-45b8-8c76-1d5fba142275,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|18|21|14|19|17|23|16|20|,fast,0.117,0.117
91,d1632767-d088-4bfd-ad44-7b8e1848ea0e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|22|15|21|19|17|20|14|18|16|,fast,0.117,0.117
92,ba2820e1-a458-47ba-b86e-35d694001045,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|17|23|15|16|19|22|18|14|,fast,0.119,0.119
93,ac7b2c8b-0b95-499b-a1da-c36a15ef3c61,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|21|14|17|18|19|16|20|22|,fast,0.118,0.118
94,0727214c-7436-485b-9905-a2ddbc152d79,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|14|19|20|21|15|22|18|17|16|,fast,0.118,0.118
95,6ee5d167-ad33-4c1b-bcf7-447d8d5e15ec,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|17|20|19|18|22|23|14|21|,fast,0.119,0.119
96,9006a838-05e6-4c2b-9c4e-b54f5468a96f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|20|14|16|15|18|21|17|22|19|,fast,0.118,0.118
97,829ddc41-83bf-4693-b025-23405e58c666,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|21|20|22|19|18|23|16|14|15|,fast,0.118,0.118
98,4b7746a2-c15f-46a0-a8fa-3d15933c9da5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|20|19|23|21|15|18|22|17|,fast,0.119,0.119
99,e310430d-b21e-425c-ad55-6fcbe816f966,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|17|18|19|20|15|16|14|21|22|,fast,0.118,0.118
100,fbf2f7d8-5615-41ce-8605-37b552428b50,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|14|22|23|19|15|20|21|18|,fast,0.118,0.118
101,6423b369-7ad9-47a6-8134-7c3aa999865f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|23|22|14|17|20|15|16|18|21|,fast,0.119,0.119
102,d75d35b8-589e-46cd-b1e6-95ce763eeee0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|14|20|17|18|23|22|16|19|21|,fast,0.118,0.118
103,e5ca84cf-5484-4829-99c2-a0c73c1aae85,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|17|20|15|22|18|14|23|16|,fast,0.119,0.119
104,16bef9f0-445d-4871-9313-21b4ea51ed8f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|16|15|20|19|21|18|23|17|14|,fast,0.12,0.12
105,bae7a4fc-2432-40d0-90dd-c3965b27bdb1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|14|23|18|20|22|16|17|15|,fast,0.118,0.118
106,6181e017-908d-4cf3-9665-9dd72ee6c51d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|23|18|16|21|14|19|15|20|,fast,0.119,0.119
107,c777c447-5672-4f2b-9859-92ef0ad3da7e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|23|14|19|22|21|18|15|16|,fast,0.117,0.117
108,104c1e68-5149-4f97-8a53-99a12c195fed,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|21|15|14|18|16|19|22|17|23|,fast,0.12,0.12
109,2fc5d9d6-f8f2-4ad9-8239-1e56f2958456,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|14|22|18|17|15|20|23|16|,fast,0.119,0.119
110,4532a6ec-2818-4a26-8059-15fbf3add96f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|18|19|20|16|17|14|22|21|,fast,0.119,0.119
111,8702cec3-2dbb-48aa-ae5d-47807a493c11,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|21|23|16|19|14|22|17|18|15|,fast,0.119,0.119
112,102d22e1-0928-4f3c-8cc2-03906f346462,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|19|14|23|20|16|22|15|18|,fast,0.121,0.121
